T,TM,Tm,SLP,H,VV,V,VM,PM2.5
25,31.2,18.7,48,6.9,0.9,3.5,126.16666666666667
24.6,31.1,19.1,50,6.9,1.5,3.5,136.70833333333334
24.9,31.2,19.1,50,6.3,2.8,3.5,160.66666666666666
24.8,31.3,19.8,49,6.3,0.9,3.5,245.66666666666666
24.2,31,18.4,52,6.9,0.7,5.4,261.6666666666667
25.2,30.8,19.4,45,7.4,1.1,3.5,272.4166666666667
24.5,30.7,20.1,68,6.3,4.1,5.4,149.625
23.7,30.6,20.8,72,5.5,2.2,7.6,99.70833333333333
24.1,29.1,20.1,66,6.3,2.2,3.5,217.375
25.2,30,20.9,61,6.9,2.6,7.6,337.5
24,31.5,18.7,49,6.9,2.2,3.5,321.5416666666667
23.4,30.6,18.8,48,6.9,3,7.6,278.0
22.5,30.3,17.7,49,6.9,2.8,7.6,192.33333333333334
24.1,30.9,20.4,68,5.5,4.3,5.4,214.63636363636363
24.6,30.1,20.3,61,6.9,2.6,7.6,221.54166666666666
24.3,30.4,19.6,65,6.9,3.7,7.6,210.54166666666666
23.3,29.7,18.4,57,6.9,3.1,5.4,130.70833333333334
22.9,30.5,18.1,47,6.9,3.5,5.4,194.70833333333334
22.9,31,16.6,40,7.7,2.8,3.5,250.875
23.4,31.5,15.9,33,7.4,2.2,5.4,110.0
22.6,31.5,15,39,6.9,0.9,3.5,160.0
23,32.5,14.2,39,6.3,1.3,3.5,217.91666666666666
21.6,30,17.6,58,6.9,3,3.5,118.91666666666667
21,26.9,18,86,5.5,2,5.4,176.375
21.1,26.9,18.9,88,6.3,4.1,5.4,185.95833333333334
22.1,28,15,59,6.3,2.4,5.4,239.125
22.8,29,18.4,61,6.6,1.9,5.4,365.2916666666667
22.6,29.5,16.2,42,6.9,1.9,3.5,312.2083333333333
18.9,25,17.7,97,4,4.3,5.4,121.33333333333333
20.3,22,18.6,90,4,3.9,5.4,202.875
21.8,26.5,17.9,70,6.3,3.7,7.6,260.1666666666667
22,28.9,16.7,57,6.3,2.8,5.4,277.7083333333333
21.8,29.4,15.6,67,6.9,3.5,5.4,284.1666666666667
22.6,29,17.7,63,5.8,1.3,3.5,288.4166666666667
20.6,30.5,14.7,62,6,2.2,3.5,166.91666666666666
21.8,29,14.8,46,5.8,1.5,3.5,169.0
21.5,30.4,14.9,42,6,3,5.4,186.04166666666666
